idFermata,descrizioneFermata,latitudine,longitudine
06509102,"Bari, Via Nicola Tridente 26",41.1014,16.8847
08039C00,"Via B. Regina ang. Lung. Vitt. Veneto",41.1291,16.8513
05063105,"Bari, Via Caldarola 30 Chiesa",41.1089,16.893
06249001,"via Fanelli ,228/n",41.0834,16.8866
05016001,"via Apulia ,angolo Japigia",41.1164,16.8882
01087001,"V.le Caravella fronte civ.11",41.1596,16.7375
08156101,"Via  De Cristoforis ,    TAMOIL      ",41.1237,16.8563
02200101,"Via delle Margherite Ingr.Sec.Off.Calabr",41.1045,16.8122
05282006,"lung A. Giovine, 79",41.0975,16.9561
02024007,"via B. Buozzi ,28/C",41.118,16.8412
02002001,"viale Accolti Gil ,Carrefour",41.1192,16.8057
03417101,"Viale Pasteur Clinica La Madonnina",41.1137,16.8528
02103001,"Via Ciusa ,4",41.1282,16.802
05474001,"via Salapia ,2/D",41.1093,16.8942
02057003,"Via Cacudi, ang. Via De Ribera",41.1271,16.7894
02355101,"via Melisurgo ,di fronte OSA",41.1059,16.8067
04066001,"Via Canestrelle di fronte civ.10",41.087,16.8444
06211002,"Viale  Della Repubblica ,58/b",41.11,16.8739
07324101,"Piazza L. di Savoia, 7",41.1197,16.8739
01378104,"via Napoli 19",41.1609,16.7557
01226001,"Via  Diaz  ,38 ex  Cinema",41.1534,16.7656
08229101,"Via  Di Maratona  ,14",41.13,16.8377
05450001,"Via  Rocca ,Ecopoli",41.1,16.9037
04462101,"Str.prov.Carb.-Modugno-Stadio S.Nicola",41.0872,16.8399
08039103,"Via Brigata Regina fronte Scuola",41.1236,16.8518
08039003,"Via B. Regina (Scuola Elementare)",41.1237,16.8518
02494001,"Via V. Stifano, 18",41.1255,16.788
02494002,"Via V. Stifano, 8",41.1258,16.7892
02494101,"Via V. Stifano, fronte civ 8",41.1258,16.7892
02494102,"Via V. Stifano, fronte civ 18",41.1255,16.788
05114107,"Via Complanare est, Casa Cant. Anas",41.0828,17.015
02030002,"Via Barisano da trani, ang. Via Giaquinto",41.1252,16.7924
02174004,"Via De Ribera, Polifunzionale P.S.",41.1261,16.792
01452101,"Via del rispetto fronte civ 27/1",41.1473,16.7343
01250001,"Via della felicità (Mercato)",41.1468,16.7364
